timestamp,symbol,side,entry_price,exit_price,quantity,reason,pnl,pnl_pct,duration_bars
2024-09-01T15:20:00,BTCUSDT,SELL,57889.01000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-01T15:35:00,BTCUSDT,BUY,57889.01000000,57997.99000000,0.00100000,EXIT_SIGNAL,-0.10898000,-0.0019,3
2024-09-02T02:35:00,BTCUSDT,SELL,57305.00000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-02T03:00:00,BTCUSDT,BUY,57305.00000000,57662.00000000,0.00100000,EXIT_SIGNAL,-0.35700000,-0.0062,5
2024-09-02T07:15:00,BTCUSDT,SELL,57635.51000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-02T08:15:00,BTCUSDT,BUY,57635.51000000,57889.46000000,0.00100000,EXIT_SIGNAL,-0.25395000,-0.0044,12
2024-09-02T14:30:00,BTCUSDT,BUY,58663.99000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-02T16:25:00,BTCUSDT,SELL,58663.99000000,58457.00000000,0.00100000,EXIT_SIGNAL,-0.20699000,-0.0035,23
2024-09-02T19:25:00,BTCUSDT,BUY,58520.98000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-02T19:35:00,BTCUSDT,SELL,58520.98000000,58437.00000000,0.00100000,EXIT_SIGNAL,-0.08398000,-0.0014,2
2024-09-03T00:50:00,BTCUSDT,BUY,59179.00000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-03T03:00:00,BTCUSDT,SELL,59179.00000000,59289.83000000,0.00100000,EXIT_SIGNAL,0.11083000,0.0019,26
2024-09-03T07:40:00,BTCUSDT,BUY,59101.00000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-03T08:30:00,BTCUSDT,SELL,59101.00000000,58927.01000000,0.00100000,EXIT_SIGNAL,-0.17399000,-0.0029,10
2024-09-03T18:00:00,BTCUSDT,SELL,57623.00000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-03T18:30:00,BTCUSDT,BUY,57623.00000000,57988.00000000,0.00100000,EXIT_SIGNAL,-0.36500000,-0.0063,6
2024-09-03T22:05:00,BTCUSDT,SELL,58003.98000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-04T00:25:00,BTCUSDT,BUY,58003.98000000,57808.01000000,0.00100000,EXIT_SIGNAL,0.19597000,0.0034,28
2024-09-04T03:40:00,BTCUSDT,SELL,56724.01000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-04T07:15:00,BTCUSDT,BUY,56724.01000000,56580.01000000,0.00100000,EXIT_SIGNAL,0.14400000,0.0025,43
2024-09-04T12:15:00,BTCUSDT,SELL,56555.00000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-04T12:20:00,BTCUSDT,BUY,56555.00000000,56622.33000000,0.00100000,EXIT_SIGNAL,-0.06733000,-0.0012,1
2024-09-04T19:40:00,BTCUSDT,BUY,57976.01000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-04T23:35:00,BTCUSDT,SELL,57976.01000000,58047.50000000,0.00100000,EXIT_SIGNAL,0.07149000,0.0012,47
2024-09-05T01:30:00,BTCUSDT,BUY,58169.57000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-05T01:55:00,BTCUSDT,SELL,58169.57000000,58021.99000000,0.00100000,EXIT_SIGNAL,-0.14758000,-0.0025,5
2024-09-05T14:55:00,BTCUSDT,SELL,56558.01000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-05T17:10:00,BTCUSDT,BUY,56558.01000000,56403.99000000,0.00100000,EXIT_SIGNAL,0.15402000,0.0027,27
2024-09-05T23:15:00,BTCUSDT,SELL,55993.45000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-05T23:40:00,BTCUSDT,BUY,55993.45000000,56163.43000000,0.00100000,EXIT_SIGNAL,-0.16998000,-0.0030,5
2024-09-06T04:10:00,BTCUSDT,BUY,56740.29000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-06T04:35:00,BTCUSDT,SELL,56740.29000000,56633.50000000,0.00100000,EXIT_SIGNAL,-0.10679000,-0.0019,5
2024-09-06T12:05:00,BTCUSDT,SELL,55910.00000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-06T12:30:00,BTCUSDT,BUY,55910.00000000,56414.00000000,0.00100000,EXIT_SIGNAL,-0.50400000,-0.0090,5
2024-09-07T01:30:00,BTCUSDT,SELL,53873.00000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-07T02:35:00,BTCUSDT,BUY,53873.00000000,53910.99000000,0.00100000,EXIT_SIGNAL,-0.03799000,-0.0007,13
2024-09-07T03:50:00,BTCUSDT,SELL,53827.00000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-07T04:30:00,BTCUSDT,BUY,53827.00000000,53861.00000000,0.00100000,EXIT_SIGNAL,-0.03400000,-0.0006,8
2024-09-07T14:50:00,BTCUSDT,BUY,54646.00000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-07T16:35:00,BTCUSDT,SELL,54646.00000000,54529.00000000,0.00100000,EXIT_SIGNAL,-0.11700000,-0.0021,21
2024-09-08T07:15:00,BTCUSDT,BUY,54500.99000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-08T08:10:00,BTCUSDT,SELL,54500.99000000,54359.01000000,0.00100000,EXIT_SIGNAL,-0.14198000,-0.0026,11
2024-09-08T20:00:00,BTCUSDT,SELL,54287.57000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-08T21:00:00,BTCUSDT,BUY,54287.57000000,54377.48000000,0.00100000,EXIT_SIGNAL,-0.08991000,-0.0017,12
2024-09-09T03:30:00,BTCUSDT,BUY,55131.01000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-09T04:25:00,BTCUSDT,SELL,55131.01000000,54930.00000000,0.00100000,EXIT_SIGNAL,-0.20101000,-0.0036,11
2024-09-09T07:30:00,BTCUSDT,BUY,54891.99000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-09T11:15:00,BTCUSDT,SELL,54891.99000000,55174.01000000,0.00100000,EXIT_SIGNAL,0.28202000,0.0051,45
2024-09-09T15:35:00,BTCUSDT,BUY,55347.99000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-09T21:15:00,BTCUSDT,SELL,55347.99000000,57821.21000000,0.00100000,EXIT_TAKE_PROFIT,2.47322000,0.0447,68
2024-09-10T09:40:00,BTCUSDT,BUY,57220.00000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-10T10:10:00,BTCUSDT,SELL,57220.00000000,56974.00000000,0.00100000,EXIT_SIGNAL,-0.24600000,-0.0043,6
2024-09-10T11:45:00,BTCUSDT,BUY,57186.37000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-10T13:05:00,BTCUSDT,SELL,57186.37000000,56921.35000000,0.00100000,EXIT_SIGNAL,-0.26502000,-0.0046,16
2024-09-10T16:50:00,BTCUSDT,BUY,56932.01000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-10T16:55:00,BTCUSDT,SELL,56932.01000000,56819.60000000,0.00100000,EXIT_SIGNAL,-0.11241000,-0.0020,1
2024-09-10T23:00:00,BTCUSDT,BUY,57696.07000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-11T00:00:00,BTCUSDT,SELL,57696.07000000,57573.21000000,0.00100000,EXIT_SIGNAL,-0.12286000,-0.0021,12
2024-09-11T01:10:00,BTCUSDT,BUY,57702.00000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-11T01:20:00,BTCUSDT,SELL,57702.00000000,57445.99000000,0.00100000,EXIT_SIGNAL,-0.25601000,-0.0044,2
2024-09-11T10:25:00,BTCUSDT,SELL,56524.00000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-11T11:05:00,BTCUSDT,BUY,56524.00000000,56612.01000000,0.00100000,EXIT_SIGNAL,-0.08801000,-0.0016,8
2024-09-11T13:35:00,BTCUSDT,SELL,56361.98000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-11T15:25:00,BTCUSDT,BUY,56361.98000000,56318.01000000,0.00100000,EXIT_SIGNAL,0.04397000,0.0008,22
2024-09-11T19:50:00,BTCUSDT,BUY,57618.63000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-11T20:30:00,BTCUSDT,SELL,57618.63000000,57500.00000000,0.00100000,EXIT_SIGNAL,-0.11863000,-0.0021,8
2024-09-12T00:05:00,BTCUSDT,BUY,57456.31000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-12T05:05:00,BTCUSDT,SELL,57456.31000000,58131.11000000,0.00100000,EXIT_SIGNAL,0.67480000,0.0117,60
2024-09-12T11:45:00,BTCUSDT,BUY,58100.00000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-12T12:30:00,BTCUSDT,SELL,58100.00000000,57924.01000000,0.00100000,EXIT_SIGNAL,-0.17599000,-0.0030,9
2024-09-12T19:40:00,BTCUSDT,BUY,58275.82000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-12T20:25:00,BTCUSDT,SELL,58275.82000000,58200.00000000,0.00100000,EXIT_SIGNAL,-0.07582000,-0.0013,9
2024-09-13T02:00:00,BTCUSDT,BUY,58088.03000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-13T03:15:00,BTCUSDT,SELL,58088.03000000,58024.00000000,0.00100000,EXIT_SIGNAL,-0.06403000,-0.0011,15
2024-09-13T20:25:00,BTCUSDT,BUY,59830.08000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-14T00:45:00,BTCUSDT,SELL,59830.08000000,60418.01000000,0.00100000,EXIT_SIGNAL,0.58793000,0.0098,52
2024-09-14T07:30:00,BTCUSDT,BUY,60119.93000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-14T08:15:00,BTCUSDT,SELL,60119.93000000,60047.90000000,0.00100000,EXIT_SIGNAL,-0.07203000,-0.0012,9
2024-09-14T13:00:00,BTCUSDT,SELL,59758.05000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
2024-09-14T14:20:00,BTCUSDT,BUY,59758.05000000,59823.99000000,0.00100000,EXIT_SIGNAL,-0.06594000,-0.0011,16
2024-09-15T04:15:00,BTCUSDT,BUY,60203.99000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-15T04:20:00,BTCUSDT,SELL,60203.99000000,60114.34000000,0.00100000,EXIT_SIGNAL,-0.08965000,-0.0015,1
2024-09-15T07:20:00,BTCUSDT,BUY,60199.99000000,0.00000000,0.00100000,ENTRY_LONG,0.00000000,0.0000,0
2024-09-15T08:20:00,BTCUSDT,SELL,60199.99000000,60088.00000000,0.00100000,EXIT_SIGNAL,-0.11199000,-0.0019,12
2024-09-15T19:35:00,BTCUSDT,SELL,59891.99000000,0.00000000,0.00100000,ENTRY_SHORT,0.00000000,0.0000,0
